State,Year_Built,Square_Footage,CLUE_Loss_Count,Credit_Score,Construction_Type,Protection_Class,AOI,Deductible,Territory,Roof_Age_Applicant,Fire_Alarm,Burglar_Alarm,Roof_Vulnerability_Satellite,Wildfire_Exposure_Daily,Water_Loss_Recency_Months,RCV_Appraised,Fire_Hydrant_Distance,Tree_Canopy_Density,Crime_Severity_Index,Pluvial_Flood_Depth,Building_Code_Compliance,Slope_Steepness,Attic_Ventilation,Hail_Frequency,Soil_Liquefaction_Risk,Dwelling_Age,RCV_Overstatement,Credit_Score_Suppressed,Risk_Tier,Expected_Pure_Premium,Claim_Count,Claim_Amount
LA,1959,3004.0,0,730.0,Frame,4,598639.0,2000,Rural,10.0,False,False,7.1,8.2,23.0,571943.0,0.063,6.7,23.1,9.3,81.0,31.7,Fair,1.0,Moderate,67,26696.0,False,Moderate,1246.47,0,0.0
LA,2007,1645.0,0,732.0,Frame,2,432942.0,1000,Suburban,38.0,False,False,23.1,13.7,48.0,414962.0,1.389,11.8,72.5,11.9,41.0,26.8,Good,3.0,Low,19,17980.0,False,Very High,4497.71,2,4814.09
CA,2011,2496.0,0,700.0,Masonry,10,712067.0,1000,Urban,34.0,True,True,22.2,30.9,17.0,612073.0,0.174,29.6,59.0,3.4,74.0,21.4,Fair,0.0,Low,15,99994.0,True,Very High,4096.23,1,4245.44
TX,1984,2009.0,0,661.0,Frame,9,745177.0,5000,Suburban,37.0,True,True,24.7,25.3,14.0,854409.0,2.627,19.4,14.2,6.2,92.0,15.8,Good,5.0,Moderate,42,0.0,False,Very High,6908.12,1,6791.71
TX,1999,2306.0,0,669.0,Masonry,9,536193.0,1000,Suburban,39.0,False,False,25.1,6.7,3.0,511333.0,0.208,45.1,86.2,0.9,66.0,29.5,Good,3.0,Moderate,27,24860.0,False,Very High,3961.34,0,0.0
FL,1992,1610.0,1,691.0,Frame,4,279830.0,1000,Rural,39.0,True,True,21.8,26.9,85.0,285400.0,1.143,69.6,35.5,19.9,83.0,34.6,Good,0.0,Low,34,0.0,False,Very High,3784.45,2,5599.7
GA,2000,2193.0,3,688.0,Fire Resistive,7,848679.0,1000,Rural,18.0,True,False,10.8,24.3,3.0,882637.0,0.146,16.7,72.7,0.3,86.0,27.2,Poor,1.0,Low,26,0.0,False,High,3207.77,1,4465.19
WA,2000,2375.0,2,762.0,Frame,10,373505.0,1000,Urban,19.0,False,True,9.7,33.4,3.0,411563.0,0.381,16.8,11.7,0.4,91.0,30.5,Good,1.0,Low,26,0.0,False,High,2826.43,0,0.0
FL,1968,1666.0,3,684.0,Masonry,7,752166.0,1000,Rural,40.0,False,True,26.5,0.5,4.0,849709.0,0.02,12.3,23.3,0.9,97.0,3.3,Good,1.0,Low,58,0.0,False,Very High,6177.89,3,29788.27
CO,2000,2997.0,0,758.0,Frame,2,590113.0,2000,Urban,9.0,True,False,7.6,34.7,24.0,513922.0,0.292,48.5,19.2,5.5,58.0,19.9,Poor,4.0,Low,26,76191.0,False,High,2355.55,1,1458.09
TX,2016,1351.0,0,669.0,Masonry,3,320875.0,2000,Rural,4.0,True,True,4.1,17.9,73.0,354012.0,0.808,16.9,41.8,4.8,85.0,12.2,Fair,9.0,Moderate,10,0.0,False,Low,772.18,0,0.0
TX,1973,2496.0,1,704.0,Masonry,1,567278.0,500,Urban,7.0,True,True,5.8,0.5,63.0,505353.0,0.112,61.3,78.8,12.1,82.0,13.7,Good,5.0,Low,53,61925.0,False,Moderate,1345.29,0,0.0
CA,1972,864.0,0,700.0,Fire Resistive,2,385920.0,1000,Suburban,34.0,True,True,21.5,44.3,47.0,366330.0,0.802,56.4,76.9,16.3,75.0,3.8,Good,1.0,Moderate,54,19590.0,True,High,3255.99,1,4274.5
OK,1971,2060.0,2,583.0,Frame,1,379180.0,1000,Suburban,14.0,True,True,7.5,16.6,6.0,338360.0,0.167,19.6,83.6,0.9,55.0,19.5,Fair,9.0,Low,55,40820.0,False,High,2548.49,1,1363.32
OK,2017,2464.0,0,731.0,Frame,3,890790.0,500,Suburban,3.0,True,False,0.1,13.7,63.0,920123.0,0.02,21.4,30.9,3.6,52.0,22.6,Fair,1.0,Moderate,9,0.0,False,Moderate,1686.74,0,0.0
WA,2015,2592.0,0,633.0,Fire Resistive,10,276907.0,2000,Urban,23.0,False,False,10.6,26.9,17.0,261372.0,0.381,5.3,66.3,4.5,97.0,31.2,Fair,0.0,Low,11,15535.0,False,Moderate,1235.88,0,0.0
WA,1975,2142.0,0,653.0,Masonry,1,504272.0,2000,Urban,32.0,True,True,18.6,47.2,120.0,489331.0,0.581,60.4,11.4,5.3,68.0,12.3,Poor,0.0,Low,51,14941.0,False,High,2586.7,2,4437.11
TX,2019,2067.0,0,720.0,Masonry,5,745423.0,1000,Urban,23.0,False,True,13.2,0.7,19.0,643719.0,1.137,78.8,77.0,2.4,45.0,29.5,Good,6.0,Low,7,101704.0,False,High,2827.86,1,4876.62
MA,2006,2512.0,0,700.0,Masonry,7,500368.0,1000,Urban,39.0,True,True,22.9,19.4,3.0,565982.0,1.707,75.1,26.5,5.5,96.0,11.2,Poor,2.0,Moderate,20,0.0,True,Very High,3577.48,0,0.0
CA,1979,2723.0,0,700.0,Frame,8,327608.0,1000,Rural,1.0,True,False,2.6,57.3,26.0,297979.0,0.219,36.6,37.2,3.1,83.0,1.1,Good,0.0,Low,47,29629.0,True,Low,861.82,0,0.0
FL,2011,2959.0,1,664.0,Masonry,7,623141.0,2000,Suburban,18.0,True,False,12.2,3.4,31.0,603750.0,1.046,9.1,42.5,2.4,77.0,3.1,Good,2.0,Moderate,15,19391.0,False,Moderate,1729.57,1,796.86
CO,2017,1490.0,0,725.0,Fire Resistive,2,383599.0,500,Suburban,40.0,True,True,25.3,43.1,11.0,373888.0,0.801,64.5,63.9,6.2,95.0,16.8,Poor,7.0,Low,9,9711.0,False,Very High,7851.33,1,5659.2
CA,2014,2090.0,0,700.0,Masonry,3,412641.0,1000,Rural,40.0,True,True,26.0,46.2,33.0,375327.0,0.46,29.7,51.4,18.5,40.0,20.3,Good,0.0,Low,12,37314.0,True,Very High,5695.7,2,7766.67
TX,1984,994.0,1,473.0,Masonry,2,191121.0,1000,Rural,21.0,True,False,14.4,12.7,5.0,205785.0,1.029,79.9,23.2,9.8,86.0,32.0,Good,5.0,High,42,0.0,False,Moderate,1345.62,0,0.0
TX,1966,1448.0,1,716.0,Masonry,6,750849.0,1000,Suburban,21.0,False,False,15.6,25.6,48.0,734143.0,0.313,23.3,87.8,19.3,67.0,6.5,Good,3.0,Low,60,16706.0,False,High,3336.88,1,3334.38
CA,1962,1813.0,0,700.0,Masonry,3,641645.0,1000,Rural,39.0,True,False,22.1,54.0,46.0,682568.0,0.52,32.9,34.1,5.6,74.0,19.7,Good,0.0,Low,64,0.0,True,Very High,6403.59,0,0.0
GA,2011,2676.0,0,693.0,Masonry,1,650114.0,5000,Urban,24.0,False,False,10.2,0.5,117.0,712331.0,2.139,57.7,79.9,4.7,73.0,29.0,Fair,0.0,Moderate,15,0.0,False,Moderate,1134.69,0,0.0
FL,2004,1936.0,0,541.0,Fire Resistive,2,317351.0,1000,Urban,20.0,False,False,14.3,18.0,69.0,280314.0,1.046,22.7,56.8,9.3,63.0,26.7,Poor,0.0,Low,22,37037.0,False,Moderate,1552.32,0,0.0
NY,2002,2041.0,0,787.0,Masonry,1,291129.0,1000,Suburban,4.0,True,False,0.7,9.0,5.0,331015.0,0.129,19.0,80.4,11.0,97.0,2.2,Good,1.0,Moderate,24,0.0,False,Low,594.62,0,0.0
GA,1953,2365.0,1,613.0,Frame,1,598450.0,1000,Urban,37.0,False,True,23.0,14.2,32.0,533494.0,1.142,65.9,75.8,1.5,93.0,22.7,Good,3.0,Low,73,64956.0,False,Very High,4571.85,2,13203.2
CO,2021,1831.0,0,683.0,Frame,2,522952.0,500,Suburban,12.0,True,False,13.4,38.6,26.0,506670.0,0.307,84.8,83.4,2.4,64.0,1.0,Fair,2.0,Low,5,16282.0,False,Moderate,1518.1,0,0.0
NY,1958,1103.0,3,714.0,Frame,1,1144394.0,1000,Suburban,20.0,False,True,19.2,8.9,5.0,1295553.0,0.072,61.8,66.3,12.1,93.0,29.2,Fair,1.0,Moderate,68,0.0,False,Very High,7448.02,3,40555.21
GA,1992,1790.0,3,688.0,Masonry,1,638627.0,5000,Urban,27.0,True,False,18.2,19.4,4.0,615770.0,0.146,32.7,20.2,7.7,74.0,8.1,Good,1.0,Low,34,22857.0,False,Very High,3542.54,1,446.71
TX,2019,2134.0,0,850.0,Frame,5,322186.0,2000,Urban,17.0,True,False,13.4,13.8,12.0,300324.0,0.334,36.0,65.3,7.4,76.0,13.5,Poor,1.0,Low,7,21862.0,False,Low,993.48,1,1284.85
TX,1967,2458.0,0,690.0,Fire Resistive,1,311339.0,2000,Urban,0.0,True,False,2.9,0.5,95.0,276260.0,0.558,43.0,62.7,0.0,46.0,14.6,Fair,4.0,Low,59,35079.0,False,Low,774.78,1,938.09
CO,1988,2086.0,1,676.0,Frame,5,545767.0,500,Urban,36.0,False,False,19.3,62.2,13.0,518608.0,0.5,75.5,55.3,0.0,51.0,25.4,Fair,4.0,Low,38,27159.0,False,Very High,11301.43,3,24959.22
NY,2012,2449.0,1,611.0,Masonry,4,652745.0,500,Urban,17.0,True,True,11.0,7.1,23.0,592185.0,0.398,80.2,55.5,5.9,61.0,25.2,Good,1.0,High,14,60560.0,False,Moderate,1953.89,0,0.0
MA,1969,2709.0,0,700.0,Fire Resistive,5,797905.0,1000,Rural,3.0,True,False,3.7,21.3,31.0,703018.0,1.725,63.3,79.8,1.2,77.0,10.5,Poor,0.0,Moderate,57,94887.0,True,Moderate,1086.7,0,0.0
CA,1957,2816.0,0,700.0,Fire Resistive,7,570854.0,500,Suburban,11.0,True,False,8.3,44.4,6.0,504149.0,0.276,66.4,54.0,3.8,67.0,5.3,Good,1.0,Low,69,66705.0,True,Moderate,1601.34,0,0.0
OK,1985,2295.0,0,633.0,Frame,7,362422.0,1000,Rural,0.0,True,False,0.8,10.2,39.0,373613.0,1.036,48.8,35.4,12.0,42.0,21.4,Good,3.0,Low,41,0.0,False,Moderate,1197.29,1,684.16
LA,2008,1575.0,0,745.0,Frame,4,395412.0,2000,Rural,22.0,False,False,17.6,3.1,42.0,397118.0,1.352,61.0,18.4,29.9,73.0,12.9,Poor,4.0,Low,18,0.0,False,High,2250.31,1,1944.91
GA,1992,1515.0,0,848.0,Masonry,3,277992.0,2000,Urban,19.0,False,False,13.8,31.7,45.0,300015.0,0.546,28.2,42.6,2.6,74.0,13.9,Good,1.0,High,34,0.0,False,Moderate,1275.17,0,0.0
TX,1982,1566.0,0,730.0,Fire Resistive,3,828894.0,500,Suburban,12.0,False,True,1.7,12.2,11.0,835359.0,0.145,72.0,49.0,24.0,80.0,26.5,Good,7.0,Low,44,0.0,False,High,2581.77,1,5444.84
TX,1997,1609.0,0,584.0,Frame,6,492417.0,2000,Suburban,27.0,True,False,18.1,0.5,6.0,438485.0,0.943,40.4,77.5,5.8,58.0,26.5,Fair,1.0,Low,29,53932.0,False,High,2739.52,2,3926.96
GA,1953,2255.0,0,691.0,Frame,6,118598.0,500,Urban,39.0,False,False,22.8,12.0,6.0,125500.0,0.175,36.5,37.7,3.1,92.0,21.6,Good,2.0,Low,73,0.0,False,Moderate,1367.44,0,0.0
OK,1975,3238.0,0,750.0,Frame,10,624519.0,2000,Suburban,28.0,True,False,16.1,14.9,20.0,562608.0,0.188,23.0,45.7,0.0,84.0,30.7,Fair,2.0,Low,51,61911.0,False,Moderate,1689.15,1,2749.12
CA,2014,2317.0,0,700.0,Frame,4,471767.0,1000,Urban,12.0,False,False,12.4,52.1,10.0,495013.0,0.526,22.5,85.1,13.5,64.0,23.7,Good,0.0,Low,12,0.0,True,High,3051.34,1,3460.73
CA,1978,2154.0,1,700.0,Masonry,7,378790.0,1000,Suburban,25.0,True,True,14.1,51.6,67.0,388055.0,0.225,53.1,75.4,0.1,40.0,29.0,Fair,1.0,Moderate,48,0.0,True,Very High,4159.22,1,3089.45
MA,2021,2729.0,1,700.0,Fire Resistive,8,538666.0,2000,Rural,23.0,False,True,13.7,0.5,14.0,460659.0,0.02,14.4,82.8,0.0,76.0,31.8,Fair,0.0,Moderate,5,78007.0,True,Moderate,1738.38,1,1137.45
CO,1990,1744.0,0,549.0,Frame,9,535648.0,1000,Rural,4.0,True,True,0.0,36.9,3.0,522325.0,0.203,40.2,33.2,0.5,51.0,10.8,Good,4.0,Low,36,13323.0,False,Moderate,1745.52,0,0.0
CO,2019,2773.0,0,656.0,Fire Resistive,6,656969.0,1000,Rural,6.0,True,False,2.8,62.2,1.0,598167.0,0.394,66.6,30.1,5.8,93.0,28.9,Good,3.0,Low,7,58802.0,False,High,2659.95,1,3472.44
WA,1996,2732.0,0,694.0,Masonry,9,578414.0,1000,Rural,33.0,False,True,19.1,36.2,50.0,613263.0,0.159,55.3,42.1,1.8,51.0,32.4,Good,0.0,Low,30,0.0,False,High,3109.53,0,0.0
TX,1980,2232.0,1,798.0,Frame,8,554916.0,2000,Rural,3.0,True,True,7.2,21.5,20.0,474234.0,0.237,12.8,89.7,8.6,77.0,31.5,Good,5.0,Moderate,46,80682.0,False,Moderate,1180.52,0,0.0
TX,2018,3352.0,0,641.0,Frame,3,402165.0,2000,Rural,20.0,False,True,17.5,18.2,53.0,347750.0,0.405,78.7,72.6,13.4,99.0,22.9,Good,4.0,High,8,54415.0,False,High,2191.19,1,1603.28
OK,1969,2813.0,0,579.0,Frame,7,737172.0,1000,Rural,31.0,True,True,17.4,14.6,83.0,703372.0,0.192,74.5,60.4,2.8,78.0,1.1,Good,6.0,Moderate,57,33800.0,False,High,2782.74,2,4722.41
WA,1979,2225.0,0,574.0,Frame,3,193369.0,2000,Urban,11.0,True,False,10.8,43.1,7.0,178412.0,0.208,78.1,23.5,0.9,73.0,13.3,Fair,0.0,Low,47,14957.0,False,Moderate,1059.39,1,1442.97
TX,2003,2121.0,0,714.0,Frame,7,542863.0,500,Suburban,16.0,False,True,10.2,16.8,2.0,517928.0,0.953,7.9,26.8,4.0,77.0,32.7,Good,8.0,Moderate,23,24935.0,False,High,2460.09,2,5259.91
LA,2014,1962.0,0,757.0,Fire Resistive,3,288117.0,2000,Rural,4.0,False,True,0.4,7.5,120.0,262320.0,0.435,78.8,50.2,7.6,68.0,27.7,Fair,4.0,Low,12,25797.0,False,Low,762.57,0,0.0
TX,1964,2128.0,3,689.0,Frame,3,430741.0,1000,Rural,16.0,False,False,9.3,19.5,10.0,472178.0,0.401,20.2,57.9,3.7,94.0,13.1,Poor,5.0,Low,62,0.0,False,High,2275.09,0,0.0
TX,2023,2144.0,0,656.0,Fire Resistive,5,618769.0,2000,Urban,29.0,False,True,16.2,21.0,98.0,652750.0,0.664,57.6,40.6,1.8,43.0,15.9,Poor,2.0,Low,3,0.0,False,High,2710.83,3,6255.18
WA,1981,2024.0,0,706.0,Frame,3,408948.0,2000,Urban,32.0,True,True,17.0,41.0,41.0,445226.0,0.456,35.3,85.4,0.1,87.0,20.6,Fair,1.0,Low,45,0.0,False,High,2002.94,0,0.0
CA,1975,2082.0,1,700.0,Frame,10,434581.0,2000,Rural,6.0,False,False,3.5,43.7,3.0,452996.0,0.981,33.2,17.3,12.4,98.0,9.1,Poor,0.0,Low,51,0.0,True,High,2027.23,0,0.0
CA,1959,1544.0,0,700.0,Masonry,8,694906.0,1000,Suburban,3.0,False,False,2.0,36.3,54.0,715840.0,0.89,9.5,86.1,10.5,82.0,4.4,Good,1.0,Moderate,67,0.0,True,Moderate,1535.75,0,0.0
MA,1952,1888.0,0,700.0,Fire Resistive,9,271039.0,1000,Suburban,22.0,True,False,13.0,5.9,68.0,234671.0,0.246,14.7,36.7,5.8,78.0,8.6,Good,4.0,Moderate,74,36368.0,True,Low,989.34,0,0.0
FL,1991,1322.0,0,650.0,Frame,7,673223.0,5000,Urban,31.0,True,True,22.6,3.8,36.0,717740.0,0.334,26.0,13.3,12.1,87.0,3.1,Fair,2.0,Low,35,0.0,False,High,3496.72,0,0.0
FL,1994,2428.0,0,711.0,Frame,5,437796.0,2000,Urban,3.0,True,False,0.2,14.3,17.0,431725.0,0.02,58.0,60.5,25.8,70.0,11.4,Good,1.0,Low,32,6071.0,False,Moderate,1214.97,0,0.0
MA,1956,2244.0,0,700.0,Frame,1,885204.0,1000,Suburban,7.0,True,False,4.7,17.7,25.0,878068.0,0.058,60.2,88.1,0.5,77.0,28.4,Good,1.0,Moderate,70,7136.0,True,Moderate,1389.74,0,0.0
TX,2016,2133.0,2,707.0,Fire Resistive,5,334721.0,1000,Suburban,29.0,True,True,22.2,3.6,15.0,342229.0,0.505,79.6,20.5,0.0,46.0,34.1,Poor,4.0,Low,10,0.0,False,Very High,5689.44,3,24327.02
OK,1990,2687.0,0,683.0,Frame,6,612397.0,1000,Urban,34.0,False,False,21.4,15.0,21.0,688424.0,1.123,32.9,41.9,11.1,56.0,22.2,Good,6.0,Low,36,0.0,False,Very High,4342.8,1,2456.36
FL,1953,1725.0,0,763.0,Frame,9,587035.0,500,Rural,6.0,True,False,2.6,5.3,47.0,627131.0,0.821,66.1,63.1,43.2,62.0,10.8,Fair,0.0,Moderate,73,0.0,False,High,2219.76,0,0.0
CA,2012,1809.0,0,700.0,Frame,1,211337.0,2000,Urban,16.0,True,True,15.6,48.3,11.0,185935.0,0.078,47.1,82.3,0.9,93.0,10.3,Good,0.0,Low,14,25402.0,True,Moderate,1318.61,0,0.0
LA,1964,1385.0,0,638.0,Frame,6,549658.0,2000,Suburban,24.0,False,False,17.2,6.1,24.0,561004.0,0.103,67.7,19.5,6.6,76.0,24.6,Poor,1.0,Low,62,0.0,False,High,2043.27,0,0.0
FL,1999,2763.0,1,708.0,Frame,3,637841.0,1000,Suburban,32.0,True,True,17.0,6.0,48.0,718635.0,0.548,67.5,36.2,2.7,71.0,6.9,Poor,0.0,Low,27,0.0,False,High,2406.99,1,3105.69
WA,2000,2533.0,0,687.0,Masonry,4,380519.0,500,Rural,8.0,True,True,4.0,38.7,6.0,402511.0,0.87,79.6,77.1,0.0,50.0,22.5,Fair,0.0,Low,26,0.0,False,Moderate,1235.13,0,0.0
WA,2009,2931.0,0,771.0,Masonry,5,875092.0,2000,Rural,39.0,True,False,25.8,45.0,68.0,898104.0,0.254,82.1,67.3,1.7,67.0,26.5,Poor,0.0,High,17,0.0,False,Very High,5736.88,1,3733.14
WA,2009,3070.0,0,703.0,Frame,1,271429.0,2000,Suburban,36.0,True,False,19.7,30.0,37.0,247724.0,0.408,16.4,15.3,6.2,55.0,11.6,Poor,2.0,Moderate,17,23705.0,False,High,2180.42,1,2373.86
FL,2022,1967.0,1,669.0,Frame,6,281205.0,2000,Suburban,31.0,True,False,21.7,22.8,120.0,298974.0,0.371,72.9,84.1,5.7,42.0,0.5,Good,2.0,Low,4,0.0,False,High,2760.66,2,5289.1
TX,1956,1809.0,0,612.0,Masonry,5,365120.0,2000,Urban,38.0,True,True,24.7,26.4,120.0,378047.0,1.041,8.5,87.0,2.9,49.0,13.2,Good,5.0,Moderate,70,0.0,False,Very High,3917.36,2,4378.12
WA,1977,1212.0,0,680.0,Frame,6,329240.0,1000,Urban,14.0,True,True,10.9,28.3,4.0,330861.0,0.327,14.1,47.8,3.5,99.0,17.8,Good,1.0,Low,49,0.0,False,Moderate,1116.96,0,0.0
NY,1976,1596.0,0,772.0,Frame,2,554685.0,1000,Suburban,40.0,False,False,24.2,0.5,30.0,478845.0,0.605,19.8,44.0,13.6,78.0,3.5,Good,0.0,Moderate,50,75840.0,False,High,2296.17,1,5059.09
LA,1977,2021.0,0,725.0,Fire Resistive,9,670977.0,1000,Suburban,18.0,False,True,9.7,11.2,10.0,713334.0,0.515,54.3,13.1,13.8,55.0,0.6,Poor,1.0,Low,49,0.0,False,Moderate,1887.44,0,0.0
MA,1967,1066.0,0,700.0,Frame,1,277247.0,1000,Suburban,23.0,True,True,13.4,12.3,19.0,245980.0,0.02,63.8,71.4,4.4,45.0,16.0,Good,1.0,Moderate,59,31267.0,True,Moderate,1691.82,0,0.0
TX,1967,1607.0,0,761.0,Frame,5,378252.0,2000,Suburban,37.0,False,False,22.1,6.5,22.0,327071.0,0.669,57.3,62.5,6.0,87.0,12.3,Good,5.0,Moderate,59,51181.0,False,High,2194.62,2,3616.43
CA,2021,2154.0,0,700.0,Frame,1,411800.0,1000,Rural,11.0,True,False,8.1,66.5,23.0,408723.0,0.958,16.4,87.4,6.5,95.0,8.8,Good,1.0,High,5,3077.0,True,Moderate,1055.51,0,0.0
OK,2016,2691.0,0,703.0,Masonry,9,579309.0,5000,Suburban,31.0,False,False,17.4,11.6,116.0,515873.0,1.013,40.4,88.2,2.0,42.0,28.5,Poor,4.0,Moderate,10,63436.0,False,Very High,4328.29,2,17948.35
OK,2000,1806.0,0,589.0,Frame,6,276873.0,1000,Suburban,13.0,False,False,2.9,15.6,7.0,287760.0,0.213,80.6,23.5,0.0,76.0,1.8,Fair,2.0,Low,26,0.0,False,Low,922.3,0,0.0
TX,1991,2270.0,0,584.0,Fire Resistive,7,265236.0,5000,Rural,32.0,False,False,15.5,0.5,104.0,284867.0,0.341,79.4,60.4,11.9,46.0,7.6,Good,8.0,Low,35,0.0,False,Moderate,1679.35,0,0.0
CO,1985,3225.0,0,699.0,Frame,5,474687.0,5000,Rural,38.0,True,False,27.1,50.8,9.0,524627.0,0.56,47.1,70.2,3.8,84.0,7.3,Fair,3.0,Low,41,0.0,False,Very High,6507.54,1,5877.8
MA,2000,1207.0,2,700.0,Frame,7,536514.0,1000,Urban,27.0,False,False,18.0,0.8,27.0,568529.0,0.022,51.6,22.4,8.3,45.0,9.8,Fair,0.0,Low,26,0.0,True,Very High,3917.64,0,0.0
FL,2013,2797.0,0,599.0,Frame,9,699230.0,1000,Suburban,31.0,False,True,14.8,10.8,23.0,762207.0,0.069,54.8,69.9,18.7,83.0,24.0,Good,2.0,Moderate,13,0.0,False,Very High,3589.85,0,0.0
TX,1981,2409.0,0,669.0,Fire Resistive,3,1448589.0,1000,Suburban,10.0,False,False,8.2,10.3,41.0,1286056.0,0.667,64.8,44.7,5.4,58.0,9.5,Fair,6.0,Moderate,45,162533.0,False,Moderate,1205.59,1,3155.21
LA,1989,2897.0,1,767.0,Masonry,7,360626.0,1000,Suburban,18.0,True,False,11.7,0.5,29.0,317059.0,0.82,9.4,56.5,39.3,48.0,27.9,Good,2.0,Low,37,43567.0,False,High,2580.89,0,0.0
MA,2017,2732.0,0,700.0,Frame,3,337556.0,1000,Urban,32.0,False,True,19.3,4.6,28.0,362262.0,0.576,51.7,15.3,5.3,56.0,4.2,Fair,1.0,Low,9,0.0,True,Moderate,1700.09,0,0.0
GA,2017,1835.0,1,850.0,Frame,1,588346.0,2000,Suburban,30.0,True,True,23.9,15.9,65.0,562816.0,0.89,66.0,61.2,5.0,94.0,8.5,Fair,2.0,Moderate,9,25530.0,False,High,2311.91,1,2819.54
TX,1967,2201.0,0,776.0,Frame,5,516269.0,2000,Suburban,21.0,False,True,11.9,10.8,120.0,567130.0,1.198,83.1,52.4,0.0,73.0,29.4,Good,2.0,Low,59,0.0,False,Moderate,1145.75,1,1273.74
WA,1967,1397.0,1,698.0,Frame,5,762533.0,1000,Urban,12.0,False,True,10.0,21.9,86.0,785340.0,1.017,71.2,66.0,5.6,60.0,9.9,Good,1.0,High,59,0.0,False,High,2010.49,0,0.0
MA,1965,1912.0,0,700.0,Frame,4,401833.0,1000,Suburban,25.0,True,False,21.3,7.8,25.0,345155.0,1.445,72.3,37.5,18.2,56.0,23.9,Poor,1.0,Low,61,56678.0,True,High,3449.06,2,9152.61
LA,1952,2216.0,0,642.0,Masonry,6,330291.0,1000,Urban,25.0,True,True,15.7,8.3,4.0,289908.0,0.132,68.9,40.4,14.0,51.0,32.5,Poor,2.0,High,74,40383.0,False,High,3325.04,1,3419.67
FL,2001,2367.0,0,675.0,Fire Resistive,4,681449.0,2000,Urban,8.0,False,False,4.9,0.5,5.0,598120.0,1.761,59.4,11.5,25.2,76.0,31.1,Poor,0.0,Low,25,83329.0,False,High,2941.96,0,0.0
CA,1981,2634.0,0,700.0,Fire Resistive,9,495366.0,1000,Urban,4.0,False,False,1.5,58.3,34.0,432051.0,0.048,23.7,31.7,7.2,52.0,10.3,Good,0.0,Low,45,63315.0,True,Moderate,1075.38,0,0.0
NY,1952,3071.0,0,761.0,Frame,8,774303.0,500,Suburban,21.0,False,False,12.9,7.2,72.0,832188.0,0.26,53.5,56.1,0.8,62.0,3.5,Fair,0.0,Low,74,0.0,False,Moderate,1967.03,2,970.92
FL,1965,1960.0,0,650.0,Frame,10,490450.0,1000,Suburban,7.0,True,False,2.0,1.2,17.0,514509.0,0.361,45.9,42.0,60.0,53.0,3.7,Good,0.0,Low,61,0.0,False,High,3376.69,2,16401.89
FL,1989,2830.0,0,712.0,Masonry,5,512577.0,1000,Urban,28.0,False,False,16.8,0.5,82.0,471871.0,0.099,60.4,54.2,46.4,96.0,30.9,Good,3.0,Low,37,40706.0,False,Very High,4117.89,3,16964.58
GA,2011,2347.0,0,627.0,Frame,5,229862.0,1000,Urban,30.0,True,False,18.0,14.8,7.0,251959.0,0.574,52.2,10.6,2.3,68.0,27.5,Fair,1.0,Moderate,15,0.0,False,Moderate,1847.6,0,0.0
TX,1999,1481.0,0,684.0,Masonry,6,340155.0,1000,Urban,14.0,True,False,10.4,9.8,32.0,289994.0,0.27,61.4,34.6,4.5,49.0,18.2,Fair,8.0,Low,27,50161.0,False,Moderate,1607.24,1,770.59
GA,1989,2117.0,0,837.0,Frame,3,698513.0,1000,Suburban,10.0,False,True,5.6,0.5,20.0,683541.0,0.435,31.6,23.9,10.4,70.0,19.6,Fair,0.0,Low,37,14972.0,False,Low,783.3,1,488.07
NY,1963,2264.0,1,838.0,Frame,7,1243438.0,500,Suburban,21.0,True,True,12.8,30.5,4.0,1246019.0,0.21,70.4,36.8,1.1,66.0,14.5,Fair,1.0,Low,63,0.0,False,Very High,3627.84,1,3514.82
WA,1971,1740.0,0,673.0,Frame,5,929728.0,2000,Rural,18.0,True,False,12.5,44.2,1.0,953218.0,0.673,15.8,81.3,7.5,98.0,30.1,Poor,0.0,Low,55,0.0,False,Very High,3945.41,1,2856.42
FL,2007,1628.0,1,761.0,Masonry,3,1050853.0,500,Urban,5.0,True,False,4.3,23.8,77.0,1142952.0,1.881,69.0,44.6,33.9,40.0,9.5,Good,0.0,High,19,0.0,False,High,3384.24,1,6614.79
OK,2007,1609.0,0,701.0,Masonry,3,445264.0,1000,Suburban,10.0,True,True,5.9,0.5,69.0,451878.0,1.48,56.6,53.7,11.1,52.0,19.9,Poor,7.0,High,19,0.0,False,Moderate,1509.55,0,0.0
CO,2014,1901.0,0,677.0,Frame,7,591435.0,5000,Urban,9.0,False,False,0.4,58.5,4.0,547721.0,0.298,40.2,37.3,3.0,92.0,4.7,Good,3.0,Low,12,43714.0,False,Moderate,1964.64,1,1685.16
GA,1988,1724.0,1,645.0,Frame,3,560111.0,2000,Rural,11.0,False,True,11.2,35.1,68.0,576264.0,0.113,14.7,81.9,9.6,44.0,7.7,Good,1.0,Low,38,0.0,False,High,2495.41,0,0.0
TX,1970,2877.0,0,705.0,Frame,8,383391.0,500,Urban,14.0,True,False,11.3,11.9,5.0,401955.0,0.336,21.3,85.3,6.6,78.0,32.5,Fair,11.0,Low,56,0.0,False,High,2656.69,0,0.0
TX,1987,852.0,0,847.0,Fire Resistive,2,488886.0,2000,Suburban,9.0,True,True,8.0,14.8,30.0,524855.0,1.22,18.2,48.7,11.0,56.0,16.3,Good,2.0,Low,39,0.0,False,Low,836.99,0,0.0
